year,month,day,week_day,hour,exits,arrivals
2022,7,9,Saturday,23,1,1
2022,7,10,Sunday,0,0,0
2022,7,10,Sunday,1,0,0
2022,7,10,Sunday,2,0,0
2022,7,10,Sunday,3,0,0
2022,7,10,Sunday,4,0,0
2022,7,10,Sunday,5,0,0
2022,7,10,Sunday,6,0,0
2022,7,10,Sunday,7,0,0
2022,7,10,Sunday,8,0,0
2022,7,10,Sunday,9,0,0
2022,7,10,Sunday,10,0,2
2022,7,10,Sunday,11,1,1
2022,7,10,Sunday,12,0,0
2022,7,10,Sunday,13,1,0
2022,7,10,Sunday,14,0,2
2022,7,10,Sunday,15,1,0
2022,7,10,Sunday,16,1,0
2022,7,10,Sunday,17,1,0
2022,7,10,Sunday,18,0,0
2022,7,10,Sunday,19,2,2
2022,7,10,Sunday,20,1,0
2022,7,10,Sunday,21,0,0
2022,7,10,Sunday,22,0,0
2022,7,10,Sunday,23,0,0
2022,7,11,Monday,0,0,1
2022,7,11,Monday,1,0,3
2022,7,11,Monday,2,3,0
2022,7,11,Monday,3,0,0
2022,7,11,Monday,4,0,0
2022,7,11,Monday,5,0,0
2022,7,11,Monday,6,0,0
2022,7,11,Monday,7,0,3
2022,7,11,Monday,8,2,3
2022,7,11,Monday,9,3,8
2022,7,11,Monday,10,3,6
2022,7,11,Monday,11,1,1
2022,7,11,Monday,12,3,0
2022,7,11,Monday,13,1,2
2022,7,11,Monday,14,5,4
2022,7,11,Monday,15,9,0
2022,7,11,Monday,16,2,1
2022,7,11,Monday,17,0,1
2022,7,11,Monday,18,2,2
2022,7,11,Monday,19,2,3
2022,7,11,Monday,20,1,0
2022,7,11,Monday,21,2,1
2022,7,11,Monday,22,0,0
2022,7,11,Monday,23,2,3
2022,7,12,Tuesday,0,1,1
2022,7,12,Tuesday,1,2,2
2022,7,12,Tuesday,2,3,0
2022,7,12,Tuesday,3,1,0
2022,7,12,Tuesday,4,0,0
2022,7,12,Tuesday,5,0,0
2022,7,12,Tuesday,6,1,2
2022,7,12,Tuesday,7,1,4
2022,7,12,Tuesday,8,2,3
2022,7,12,Tuesday,9,7,6
2022,7,12,Tuesday,10,7,7
2022,7,12,Tuesday,11,1,2
2022,7,12,Tuesday,12,2,1
2022,7,12,Tuesday,13,1,1
2022,7,12,Tuesday,14,5,1
2022,7,12,Tuesday,15,4,1
2022,7,12,Tuesday,16,4,2
2022,7,12,Tuesday,17,6,1
2022,7,12,Tuesday,18,2,1
2022,7,12,Tuesday,19,1,1
2022,7,12,Tuesday,20,0,2
2022,7,12,Tuesday,21,2,0
2022,7,12,Tuesday,22,2,2
2022,7,12,Tuesday,23,0,1
2022,7,13,Wednesday,0,0,1
2022,7,13,Wednesday,1,0,0
2022,7,13,Wednesday,2,0,1
2022,7,13,Wednesday,3,1,1
2022,7,13,Wednesday,4,0,0
2022,7,13,Wednesday,5,1,0
2022,7,13,Wednesday,6,0,0
2022,7,13,Wednesday,7,4,6
2022,7,13,Wednesday,8,0,6
2022,7,13,Wednesday,9,2,8
2022,7,13,Wednesday,10,0,3
2022,7,13,Wednesday,11,0,4
2022,7,13,Wednesday,12,2,3
2022,7,13,Wednesday,13,2,1
2022,7,13,Wednesday,14,7,0
2022,7,13,Wednesday,15,6,5
2022,7,13,Wednesday,16,10,3
2022,7,13,Wednesday,17,8,1
2022,7,13,Wednesday,18,2,1
2022,7,13,Wednesday,19,1,1
2022,7,13,Wednesday,20,1,1
2022,7,13,Wednesday,21,1,2
2022,7,13,Wednesday,22,3,3
2022,7,13,Wednesday,23,1,0
2022,7,14,Thursday,0,0,0
2022,7,14,Thursday,1,0,0
2022,7,14,Thursday,2,0,0
2022,7,14,Thursday,3,0,0
2022,7,14,Thursday,4,0,0
2022,7,14,Thursday,5,0,1
2022,7,14,Thursday,6,0,1
2022,7,14,Thursday,7,2,5
2022,7,14,Thursday,8,1,6
2022,7,14,Thursday,9,4,5
2022,7,14,Thursday,10,0,8
2022,7,14,Thursday,11,3,2
2022,7,14,Thursday,12,2,3
2022,7,14,Thursday,13,3,1
2022,7,14,Thursday,14,7,1
2022,7,14,Thursday,15,3,3
2022,7,14,Thursday,16,4,3
2022,7,14,Thursday,17,11,0
2022,7,14,Thursday,18,1,2
2022,7,14,Thursday,19,0,1
2022,7,14,Thursday,20,2,3
2022,7,14,Thursday,21,2,1
2022,7,14,Thursday,22,1,0
2022,7,14,Thursday,23,2,2
2022,7,15,Friday,0,1,0
2022,7,15,Friday,1,0,0
2022,7,15,Friday,2,0,0
2022,7,15,Friday,3,0,0
2022,7,15,Friday,4,0,0
2022,7,15,Friday,5,0,0
2022,7,15,Friday,6,0,1
2022,7,15,Friday,7,1,2
2022,7,15,Friday,8,2,2
2022,7,15,Friday,9,2,3
2022,7,15,Friday,10,1,4
2022,7,15,Friday,11,0,2
2022,7,15,Friday,12,0,5
2022,7,15,Friday,13,5,0
2022,7,15,Friday,14,6,0
2022,7,15,Friday,15,2,1
2022,7,15,Friday,16,2,3
2022,7,15,Friday,17,1,1
2022,7,15,Friday,18,2,2
2022,7,15,Friday,19,2,1
2022,7,15,Friday,20,0,0
2022,7,15,Friday,21,1,1
2022,7,15,Friday,22,0,0
2022,7,15,Friday,23,0,0
2022,7,16,Saturday,0,1,0
2022,7,16,Saturday,1,0,0
2022,7,16,Saturday,2,0,0
2022,7,16,Saturday,3,0,0
2022,7,16,Saturday,4,0,0
2022,7,16,Saturday,5,0,0
2022,7,16,Saturday,6,0,0
2022,7,16,Saturday,7,0,0
2022,7,16,Saturday,8,0,2
2022,7,16,Saturday,9,0,0
2022,7,16,Saturday,10,0,0
2022,7,16,Saturday,11,0,1
2022,7,16,Saturday,12,2,0
2022,7,16,Saturday,13,1,0
2022,7,16,Saturday,14,0,0
2022,7,16,Saturday,15,0,0
2022,7,16,Saturday,16,0,0
2022,7,16,Saturday,17,0,0
2022,7,16,Saturday,18,0,0
2022,7,16,Saturday,19,0,0
2022,7,16,Saturday,20,0,0
2022,7,16,Saturday,21,0,0
2022,7,16,Saturday,22,0,1
2022,7,16,Saturday,23,0,0
2022,7,17,Sunday,0,1,1
2022,7,17,Sunday,1,1,0
2022,7,17,Sunday,2,0,0
2022,7,17,Sunday,3,0,0
2022,7,17,Sunday,4,0,0
2022,7,17,Sunday,5,0,1
2022,7,17,Sunday,6,0,0
2022,7,17,Sunday,7,0,0
2022,7,17,Sunday,8,1,0
2022,7,17,Sunday,9,0,0
2022,7,17,Sunday,10,0,2
2022,7,17,Sunday,11,1,2
2022,7,17,Sunday,12,1,1
2022,7,17,Sunday,13,0,0
2022,7,17,Sunday,14,3,0
2022,7,17,Sunday,15,0,0
2022,7,17,Sunday,16,0,1
2022,7,17,Sunday,17,1,0
2022,7,17,Sunday,18,0,0
2022,7,17,Sunday,19,1,1
2022,7,17,Sunday,20,0,0
2022,7,17,Sunday,21,0,0
2022,7,17,Sunday,22,0,0
2022,7,17,Sunday,23,0,1
2022,7,18,Monday,0,1,1
2022,7,18,Monday,1,0,2
2022,7,18,Monday,2,2,0
2022,7,18,Monday,3,0,0
2022,7,18,Monday,4,0,0
2022,7,18,Monday,5,0,0
2022,7,18,Monday,6,0,0
2022,7,18,Monday,7,2,4
2022,7,18,Monday,8,1,6
2022,7,18,Monday,9,4,3
2022,7,18,Monday,10,1,2
2022,7,18,Monday,11,0,4
2022,7,18,Monday,12,3,2
2022,7,18,Monday,13,4,2
2022,7,18,Monday,14,3,1
2022,7,18,Monday,15,5,0
2022,7,18,Monday,16,0,1
2022,7,18,Monday,17,3,2
2022,7,18,Monday,18,0,2
2022,7,18,Monday,19,3,1
2022,7,18,Monday,20,0,0
2022,7,18,Monday,21,1,1
2022,7,18,Monday,22,1,1
2022,7,18,Monday,23,0,0
2022,7,19,Tuesday,0,3,3
2022,7,19,Tuesday,1,0,0
2022,7,19,Tuesday,2,0,0
2022,7,19,Tuesday,3,0,1
2022,7,19,Tuesday,4,0,0
2022,7,19,Tuesday,5,0,0
2022,7,19,Tuesday,6,0,0
2022,7,19,Tuesday,7,2,4
2022,7,19,Tuesday,8,0,8
2022,7,19,Tuesday,9,4,6
2022,7,19,Tuesday,10,2,3
2022,7,19,Tuesday,11,1,4
2022,7,19,Tuesday,12,3,0
2022,7,19,Tuesday,13,3,1
2022,7,19,Tuesday,14,6,0
2022,7,19,Tuesday,15,6,1
2022,7,19,Tuesday,16,2,2
2022,7,19,Tuesday,17,0,1
2022,7,19,Tuesday,18,0,1
2022,7,19,Tuesday,19,1,0
2022,7,19,Tuesday,20,0,1
2022,7,19,Tuesday,21,3,1
2022,7,19,Tuesday,22,0,0
2022,7,19,Tuesday,23,0,0
2022,7,20,Wednesday,0,0,0
2022,7,20,Wednesday,1,0,0
2022,7,20,Wednesday,2,0,0
2022,7,20,Wednesday,3,0,0
2022,7,20,Wednesday,4,0,1
2022,7,20,Wednesday,5,0,0
2022,7,20,Wednesday,6,0,0
2022,7,20,Wednesday,7,3,1
2022,7,20,Wednesday,8,1,7
2022,7,20,Wednesday,9,3,7
2022,7,20,Wednesday,10,1,5
2022,7,20,Wednesday,11,3,3
2022,7,20,Wednesday,12,1,2
2022,7,20,Wednesday,13,3,2
2022,7,20,Wednesday,14,2,1
2022,7,20,Wednesday,15,6,0
2022,7,20,Wednesday,16,3,2
2022,7,20,Wednesday,17,11,1
2022,7,20,Wednesday,18,3,3
2022,7,20,Wednesday,19,4,4
2022,7,20,Wednesday,20,0,0
2022,7,20,Wednesday,21,0,0
2022,7,20,Wednesday,22,0,1
2022,7,20,Wednesday,23,2,1
2022,7,21,Thursday,0,0,0
2022,7,21,Thursday,1,0,0
2022,7,21,Thursday,2,0,0
2022,7,21,Thursday,3,0,0
2022,7,21,Thursday,4,0,0
2022,7,21,Thursday,5,0,0
2022,7,21,Thursday,6,0,1
2022,7,21,Thursday,7,3,4
2022,7,21,Thursday,8,0,9
2022,7,21,Thursday,9,5,1
2022,7,21,Thursday,10,0,6
2022,7,21,Thursday,11,1,3
2022,7,21,Thursday,12,1,3
2022,7,21,Thursday,13,1,4
2022,7,21,Thursday,14,2,2
2022,7,21,Thursday,15,4,0
2022,7,21,Thursday,16,11,0
2022,7,21,Thursday,17,3,0
2022,7,21,Thursday,18,1,1
2022,7,21,Thursday,19,1,2
2022,7,21,Thursday,20,4,2
2022,7,21,Thursday,21,0,3
2022,7,21,Thursday,22,2,0
2022,7,21,Thursday,23,1,1
2022,7,22,Friday,0,1,0
2022,7,22,Friday,1,0,1
2022,7,22,Friday,2,1,0
2022,7,22,Friday,3,0,0
2022,7,22,Friday,4,0,0
2022,7,22,Friday,5,0,1
2022,7,22,Friday,6,0,1
2022,7,22,Friday,7,2,1
2022,7,22,Friday,8,0,4
2022,7,22,Friday,9,1,6
2022,7,22,Friday,10,1,4
2022,7,22,Friday,11,0,0
2022,7,22,Friday,12,0,1
2022,7,22,Friday,13,2,0
2022,7,22,Friday,14,5,0
2022,7,22,Friday,15,6,4
2022,7,22,Friday,16,6,2
2022,7,22,Friday,17,4,2
2022,7,22,Friday,18,0,0
2022,7,22,Friday,19,0,0
2022,7,22,Friday,20,0,1
2022,7,22,Friday,21,1,4
2022,7,22,Friday,22,2,1
2022,7,22,Friday,23,2,1
2022,7,23,Saturday,0,2,0
2022,7,23,Saturday,1,1,1
2022,7,23,Saturday,2,0,0
2022,7,23,Saturday,3,0,0
2022,7,23,Saturday,4,0,0
2022,7,23,Saturday,5,0,0
2022,7,23,Saturday,6,0,0
2022,7,23,Saturday,7,0,0
2022,7,23,Saturday,8,0,1
2022,7,23,Saturday,9,0,1
2022,7,23,Saturday,10,1,0
2022,7,23,Saturday,11,1,1
2022,7,23,Saturday,12,1,0
2022,7,23,Saturday,13,0,0
2022,7,23,Saturday,14,0,0
2022,7,23,Saturday,15,0,0
2022,7,23,Saturday,16,1,1
2022,7,23,Saturday,17,1,1
2022,7,23,Saturday,18,0,1
2022,7,23,Saturday,19,0,1
2022,7,23,Saturday,20,0,2
2022,7,23,Saturday,21,0,0
2022,7,23,Saturday,22,0,0
2022,7,23,Saturday,23,6,2
2022,7,24,Sunday,0,0,0
2022,7,24,Sunday,1,0,0
2022,7,24,Sunday,2,0,0
2022,7,24,Sunday,3,0,0
2022,7,24,Sunday,4,0,0
2022,7,24,Sunday,5,0,0
2022,7,24,Sunday,6,0,1
2022,7,24,Sunday,7,0,0
2022,7,24,Sunday,8,0,0
2022,7,24,Sunday,9,0,2
2022,7,24,Sunday,10,1,0
2022,7,24,Sunday,11,1,1
2022,7,24,Sunday,12,2,0
2022,7,24,Sunday,13,1,1
2022,7,24,Sunday,14,0,0
2022,7,24,Sunday,15,0,0
2022,7,24,Sunday,16,0,0
2022,7,24,Sunday,17,3,5
2022,7,24,Sunday,18,3,0
2022,7,24,Sunday,19,0,1
2022,7,24,Sunday,20,1,0
2022,7,24,Sunday,21,0,2
2022,7,24,Sunday,22,2,0
2022,7,24,Sunday,23,1,1
2022,7,25,Monday,0,1,2
2022,7,25,Monday,1,0,1
2022,7,25,Monday,2,2,0
2022,7,25,Monday,3,0,0
2022,7,25,Monday,4,0,0
2022,7,25,Monday,5,0,1
2022,7,25,Monday,6,0,0
2022,7,25,Monday,7,1,1
2022,7,25,Monday,8,0,6
2022,7,25,Monday,9,1,8
2022,7,25,Monday,10,2,4
2022,7,25,Monday,11,1,3
2022,7,25,Monday,12,1,2
2022,7,25,Monday,13,3,2
2022,7,25,Monday,14,2,2
2022,7,25,Monday,15,1,0
2022,7,25,Monday,16,4,1
2022,7,25,Monday,17,13,0
2022,7,25,Monday,18,4,1
2022,7,25,Monday,19,0,0
2022,7,25,Monday,20,0,2
2022,7,25,Monday,21,4,2
2022,7,25,Monday,22,0,1
2022,7,25,Monday,23,1,1
2022,7,26,Tuesday,0,1,1
2022,7,26,Tuesday,1,1,1
2022,7,26,Tuesday,2,1,0
2022,7,26,Tuesday,3,0,0
2022,7,26,Tuesday,4,0,0
2022,7,26,Tuesday,5,0,0
2022,7,26,Tuesday,6,0,0
2022,7,26,Tuesday,7,0,2
2022,7,26,Tuesday,8,2,10
2022,7,26,Tuesday,9,1,7
2022,7,26,Tuesday,10,1,2
2022,7,26,Tuesday,11,0,5
2022,7,26,Tuesday,12,2,0
2022,7,26,Tuesday,13,2,0
2022,7,26,Tuesday,14,2,3
2022,7,26,Tuesday,15,4,0
2022,7,26,Tuesday,16,3,1
2022,7,26,Tuesday,17,16,4
2022,7,26,Tuesday,18,0,1
2022,7,26,Tuesday,19,2,1
2022,7,26,Tuesday,20,2,2
2022,7,26,Tuesday,21,0,1
2022,7,26,Tuesday,22,2,1
2022,7,26,Tuesday,23,0,1
2022,7,27,Wednesday,0,1,0
2022,7,27,Wednesday,1,0,0
2022,7,27,Wednesday,2,0,1
2022,7,27,Wednesday,3,0,0
2022,7,27,Wednesday,4,0,0
2022,7,27,Wednesday,5,0,1
2022,7,27,Wednesday,6,0,0
2022,7,27,Wednesday,7,3,2
2022,7,27,Wednesday,8,1,6
2022,7,27,Wednesday,9,1,2
2022,7,27,Wednesday,10,2,4
2022,7,27,Wednesday,11,2,4
2022,7,27,Wednesday,12,3,2
2022,7,27,Wednesday,13,3,1
2022,7,27,Wednesday,14,3,2
2022,7,27,Wednesday,15,4,0
2022,7,27,Wednesday,16,2,2
2022,7,27,Wednesday,17,3,2
2022,7,27,Wednesday,18,2,1
2022,7,27,Wednesday,19,1,2
2022,7,27,Wednesday,20,1,0
2022,7,27,Wednesday,21,1,1
2022,7,27,Wednesday,22,0,0
2022,7,27,Wednesday,23,0,1
2022,7,28,Thursday,0,2,1
2022,7,28,Thursday,1,0,0
2022,7,28,Thursday,2,0,0
2022,7,28,Thursday,3,0,0
2022,7,28,Thursday,4,0,0
2022,7,28,Thursday,5,0,0
2022,7,28,Thursday,6,0,0
2022,7,28,Thursday,7,1,1
2022,7,28,Thursday,8,0,4
2022,7,28,Thursday,9,4,3
2022,7,28,Thursday,10,0,6
2022,7,28,Thursday,11,2,3
2022,7,28,Thursday,12,2,1
2022,7,28,Thursday,13,2,3
2022,7,28,Thursday,14,2,3
2022,7,28,Thursday,15,4,1
2022,7,28,Thursday,16,5,0
2022,7,28,Thursday,17,7,2
2022,7,28,Thursday,18,1,1
2022,7,28,Thursday,19,2,2
2022,7,28,Thursday,20,1,3
2022,7,28,Thursday,21,2,0
2022,7,28,Thursday,22,0,0
2022,7,28,Thursday,23,0,0
2022,7,29,Friday,0,0,1
2022,7,29,Friday,1,0,0
2022,7,29,Friday,2,0,0
2022,7,29,Friday,3,0,0
2022,7,29,Friday,4,0,0
2022,7,29,Friday,5,1,0
2022,7,29,Friday,6,0,0
2022,7,29,Friday,7,0,0
2022,7,29,Friday,8,0,6
2022,7,29,Friday,9,2,2
2022,7,29,Friday,10,1,3
2022,7,29,Friday,11,0,2
2022,7,29,Friday,12,1,0
2022,7,29,Friday,13,2,1
2022,7,29,Friday,14,6,0
2022,7,29,Friday,15,2,0
2022,7,29,Friday,16,1,1
2022,7,29,Friday,17,2,3
2022,7,29,Friday,18,1,3
2022,7,29,Friday,19,3,0
2022,7,29,Friday,20,0,0
2022,7,29,Friday,21,1,2
2022,7,29,Friday,22,0,2
2022,7,29,Friday,23,0,0
2022,7,30,Saturday,0,3,0
2022,7,30,Saturday,1,0,0
2022,7,30,Saturday,2,0,0
2022,7,30,Saturday,3,0,0
2022,7,30,Saturday,4,0,0
2022,7,30,Saturday,5,0,0
2022,7,30,Saturday,6,0,1
2022,7,30,Saturday,7,1,0
2022,7,30,Saturday,8,0,1
2022,7,30,Saturday,9,0,0
2022,7,30,Saturday,10,1,0
2022,7,30,Saturday,11,0,0
2022,7,30,Saturday,12,0,2
2022,7,30,Saturday,13,1,0
2022,7,30,Saturday,14,1,1
2022,7,30,Saturday,15,1,0
2022,7,30,Saturday,16,0,0
2022,7,30,Saturday,17,2,1
2022,7,30,Saturday,18,5,0
2022,7,30,Saturday,19,0,1
2022,7,30,Saturday,20,0,2
2022,7,30,Saturday,21,0,0
2022,7,30,Saturday,22,0,0
2022,7,30,Saturday,23,0,0
2022,7,31,Sunday,0,1,2
2022,7,31,Sunday,1,0,2
2022,7,31,Sunday,2,1,0
2022,7,31,Sunday,3,0,0
2022,7,31,Sunday,4,0,0
2022,7,31,Sunday,5,0,0
2022,7,31,Sunday,6,0,1
2022,7,31,Sunday,7,0,0
2022,7,31,Sunday,8,1,0
2022,7,31,Sunday,9,1,0
2022,7,31,Sunday,10,2,0
2022,7,31,Sunday,11,0,2
2022,7,31,Sunday,12,1,0
2022,7,31,Sunday,13,0,1
2022,7,31,Sunday,14,2,0
2022,7,31,Sunday,15,0,1
2022,7,31,Sunday,16,1,0
2022,7,31,Sunday,17,0,0
2022,7,31,Sunday,18,1,1
2022,7,31,Sunday,19,0,0
2022,7,31,Sunday,20,2,2
2022,7,31,Sunday,21,2,0
2022,7,31,Sunday,22,0,0
2022,7,31,Sunday,23,1,1
2022,8,1,Monday,0,0,0
2022,8,1,Monday,1,0,0
2022,8,1,Monday,2,0,0
2022,8,1,Monday,3,0,0
2022,8,1,Monday,4,0,0
2022,8,1,Monday,5,0,0
2022,8,1,Monday,6,0,0
2022,8,1,Monday,7,1,2
2022,8,1,Monday,8,2,5
2022,8,1,Monday,9,2,4
2022,8,1,Monday,10,0,1
2022,8,1,Monday,11,1,1
2022,8,1,Monday,12,2,1
2022,8,1,Monday,13,2,2
2022,8,1,Monday,14,2,1
2022,8,1,Monday,15,2,1
2022,8,1,Monday,16,4,2
2022,8,1,Monday,17,3,2
2022,8,1,Monday,18,2,1
2022,8,1,Monday,19,3,4
2022,8,1,Monday,20,1,1
2022,8,1,Monday,21,1,1
2022,8,1,Monday,22,0,0
2022,8,1,Monday,23,1,0
2022,8,2,Tuesday,0,1,0
2022,8,2,Tuesday,1,0,0
2022,8,2,Tuesday,2,0,0
2022,8,2,Tuesday,3,0,0
2022,8,2,Tuesday,4,0,0
2022,8,2,Tuesday,5,0,0
2022,8,2,Tuesday,6,0,1
2022,8,2,Tuesday,7,1,0
2022,8,2,Tuesday,8,1,5
2022,8,2,Tuesday,9,2,3
2022,8,2,Tuesday,10,0,2
2022,8,2,Tuesday,11,0,0
2022,8,2,Tuesday,12,0,1
2022,8,2,Tuesday,13,1,1
2022,8,2,Tuesday,14,2,1
2022,8,2,Tuesday,15,2,3
2022,8,2,Tuesday,16,3,0
2022,8,2,Tuesday,17,4,2
2022,8,2,Tuesday,18,2,0
2022,8,2,Tuesday,19,0,1
2022,8,2,Tuesday,20,0,2
2022,8,2,Tuesday,21,2,0
2022,8,2,Tuesday,22,0,0
2022,8,2,Tuesday,23,0,0
2022,8,3,Wednesday,0,0,0
2022,8,3,Wednesday,1,0,0
2022,8,3,Wednesday,2,0,0
2022,8,3,Wednesday,3,1,0
2022,8,3,Wednesday,4,0,0
2022,8,3,Wednesday,5,0,0
2022,8,3,Wednesday,6,0,0
2022,8,3,Wednesday,7,0,1
2022,8,3,Wednesday,8,1,5
2022,8,3,Wednesday,9,2,9
2022,8,3,Wednesday,10,1,1
2022,8,3,Wednesday,11,1,2
2022,8,3,Wednesday,12,1,1
2022,8,3,Wednesday,13,1,1
2022,8,3,Wednesday,14,3,1
2022,8,3,Wednesday,15,4,0
2022,8,3,Wednesday,16,2,1
2022,8,3,Wednesday,17,7,1
2022,8,3,Wednesday,18,1,2
2022,8,3,Wednesday,19,0,3
2022,8,3,Wednesday,20,1,0
2022,8,3,Wednesday,21,2,1
2022,8,3,Wednesday,22,2,0
2022,8,3,Wednesday,23,0,0
2022,8,4,Thursday,0,0,0
2022,8,4,Thursday,1,0,0
2022,8,4,Thursday,2,0,0
2022,8,4,Thursday,3,0,0
2022,8,4,Thursday,4,0,0
2022,8,4,Thursday,5,0,0
2022,8,4,Thursday,6,0,0
2022,8,4,Thursday,7,0,0
2022,8,4,Thursday,8,2,4
2022,8,4,Thursday,9,0,4
2022,8,4,Thursday,10,2,1
2022,8,4,Thursday,11,0,3
2022,8,4,Thursday,12,1,2
2022,8,4,Thursday,13,1,1
2022,8,4,Thursday,14,3,0
2022,8,4,Thursday,15,3,1
2022,8,4,Thursday,16,2,0
2022,8,4,Thursday,17,2,0
2022,8,4,Thursday,18,0,2
2022,8,4,Thursday,19,4,3
2022,8,4,Thursday,20,1,0
2022,8,4,Thursday,21,0,0
2022,8,4,Thursday,22,0,1
2022,8,4,Thursday,23,1,0
2022,8,5,Friday,0,0,0
2022,8,5,Friday,1,0,0
2022,8,5,Friday,2,0,0
2022,8,5,Friday,3,0,0
2022,8,5,Friday,4,0,1
2022,8,5,Friday,5,0,0
2022,8,5,Friday,6,0,0
2022,8,5,Friday,7,0,0
2022,8,5,Friday,8,0,4
2022,8,5,Friday,9,2,3
2022,8,5,Friday,10,2,3
2022,8,5,Friday,11,0,2
2022,8,5,Friday,12,0,2
2022,8,5,Friday,13,1,5
2022,8,5,Friday,14,8,1
2022,8,5,Friday,15,7,0
2022,8,5,Friday,16,1,0
2022,8,5,Friday,17,0,0
2022,8,5,Friday,18,0,0
2022,8,5,Friday,19,0,0
2022,8,5,Friday,20,0,1
2022,8,5,Friday,21,0,0
2022,8,5,Friday,22,0,1
2022,8,5,Friday,23,0,0
2022,8,6,Saturday,0,0,0
2022,8,6,Saturday,1,0,0
2022,8,6,Saturday,2,0,0
2022,8,6,Saturday,3,0,0
2022,8,6,Saturday,4,0,0
2022,8,6,Saturday,5,0,0
2022,8,6,Saturday,6,0,0
2022,8,6,Saturday,7,0,0
2022,8,6,Saturday,8,0,0
2022,8,6,Saturday,9,1,1
2022,8,6,Saturday,10,1,1
2022,8,6,Saturday,11,1,1
2022,8,6,Saturday,12,0,2
2022,8,6,Saturday,13,1,0
2022,8,6,Saturday,14,0,0
2022,8,6,Saturday,15,2,0
2022,8,6,Saturday,16,0,0
2022,8,6,Saturday,17,0,0
2022,8,6,Saturday,18,1,1
2022,8,6,Saturday,19,0,0
2022,8,6,Saturday,20,0,1
2022,8,6,Saturday,21,2,2
2022,8,6,Saturday,22,0,0
2022,8,6,Saturday,23,0,0
2022,8,7,Sunday,0,1,0
2022,8,7,Sunday,1,0,1
2022,8,7,Sunday,2,0,1
2022,8,7,Sunday,3,0,0
2022,8,7,Sunday,4,0,0
2022,8,7,Sunday,5,0,0
2022,8,7,Sunday,6,0,1
2022,8,7,Sunday,7,0,0
2022,8,7,Sunday,8,0,0
2022,8,7,Sunday,9,0,0
2022,8,7,Sunday,10,0,1
2022,8,7,Sunday,11,1,0
2022,8,7,Sunday,12,0,0
2022,8,7,Sunday,13,2,0
2022,8,7,Sunday,14,0,0
2022,8,7,Sunday,15,0,0
2022,8,7,Sunday,16,3,0
2022,8,7,Sunday,17,0,0
2022,8,7,Sunday,18,0,0
2022,8,7,Sunday,19,1,0
2022,8,7,Sunday,20,0,0
2022,8,7,Sunday,21,0,2
2022,8,7,Sunday,22,3,1
2022,8,7,Sunday,23,1,1
2022,8,8,Monday,0,0,1
2022,8,8,Monday,1,0,0
2022,8,8,Monday,2,0,0
2022,8,8,Monday,3,0,1
2022,8,8,Monday,4,1,0
2022,8,8,Monday,5,0,0
2022,8,8,Monday,6,0,0
2022,8,8,Monday,7,0,0
2022,8,8,Monday,8,0,1
2022,8,8,Monday,9,1,6
2022,8,8,Monday,10,1,5
2022,8,8,Monday,11,1,0
2022,8,8,Monday,12,0,0
2022,8,8,Monday,13,2,0
2022,8,8,Monday,14,0,1
2022,8,8,Monday,15,0,0
2022,8,8,Monday,16,2,2
2022,8,8,Monday,17,8,3
2022,8,8,Monday,18,1,1
2022,8,8,Monday,19,4,1
2022,8,8,Monday,20,0,0
2022,8,8,Monday,21,0,1
2022,8,8,Monday,22,0,2
2022,8,8,Monday,23,0,0
2022,8,9,Tuesday,0,0,0
2022,8,9,Tuesday,1,0,0
2022,8,9,Tuesday,2,0,0
2022,8,9,Tuesday,3,0,0
2022,8,9,Tuesday,4,0,0
2022,8,9,Tuesday,5,0,0
2022,8,9,Tuesday,6,0,0
2022,8,9,Tuesday,7,0,0
2022,8,9,Tuesday,8,0,4
2022,8,9,Tuesday,9,2,2
2022,8,9,Tuesday,10,0,5
2022,8,9,Tuesday,11,0,0
2022,8,9,Tuesday,12,0,1
2022,8,9,Tuesday,13,4,2
2022,8,9,Tuesday,14,2,1
2022,8,9,Tuesday,15,1,3
2022,8,9,Tuesday,16,3,2
2022,8,9,Tuesday,17,3,0
2022,8,9,Tuesday,18,1,2
2022,8,9,Tuesday,19,4,2
2022,8,9,Tuesday,20,1,0
2022,8,9,Tuesday,21,2,2
2022,8,9,Tuesday,22,0,0
2022,8,9,Tuesday,23,0,1
2022,8,10,Wednesday,0,1,0
2022,8,10,Wednesday,1,0,0
2022,8,10,Wednesday,2,1,0
2022,8,10,Wednesday,3,0,0
2022,8,10,Wednesday,4,0,0
2022,8,10,Wednesday,5,0,0
2022,8,10,Wednesday,6,0,0
2022,8,10,Wednesday,7,0,1
2022,8,10,Wednesday,8,1,3
2022,8,10,Wednesday,9,1,4
2022,8,10,Wednesday,10,1,1
2022,8,10,Wednesday,11,0,1
2022,8,10,Wednesday,12,1,0
2022,8,10,Wednesday,13,2,2
2022,8,10,Wednesday,14,1,2
2022,8,10,Wednesday,15,1,1
2022,8,10,Wednesday,16,2,2
2022,8,10,Wednesday,17,3,0
2022,8,10,Wednesday,18,6,1
2022,8,10,Wednesday,19,1,3
2022,8,10,Wednesday,20,4,1
2022,8,10,Wednesday,21,0,0
2022,8,10,Wednesday,22,1,0
2022,8,10,Wednesday,23,0,3
2022,8,11,Thursday,0,0,0
2022,8,11,Thursday,1,0,0
2022,8,11,Thursday,2,0,0
2022,8,11,Thursday,3,0,0
2022,8,11,Thursday,4,0,0
2022,8,11,Thursday,5,0,0
